Pedido;Cliente;Produto;Valor Venda;Quantidade Vendida;Custo Envio;Data Pedido
CA-2012-163923;BD-11560;TEC-AC-10000358;151,96;4;11,81;25/10/2011
BU-2014-2740;GD-4590;FUR-SAU-10003872;391,86;2;11,81;17/12/2013
KE-2011-8720;RB-9465;OFF-CAR-10004661;200,52;4;11,81;18/09/2012
MX-2013-149153;ML-18265;TEC-AC-10001719;110,124;7;11,8;19/10/2012
MX-2012-114251;TG-21310;TEC-AC-10003970;73,8;2;11,8;05/02/2011
IT-2013-3468927;CP-12085;OFF-AR-10003633;77,445;3;11,8;04/09/2013
ID-2014-46756;EM-14095;OFF-PA-10003654;76,005;5;11,8;08/11/2012
ID-2014-82568;SS-20590;FUR-CH-10001220;178,2;4;11,8;11/07/2011
CA-2014-118731;LP-17080;OFF-BI-10000069;84,056;7;11,8;06/09/2013
CA-2013-129847;TA-21385;FUR-FU-10000277;84,272;2;11,8;16/05/2011
CA-2014-122987;SJ-20215;OFF-ST-10004950;67,136;4;11,8;04/04/2013
CG-2013-8420;DG-3300;OFF-ACC-10004538;109,44;8;11,8;08/08/2014
IZ-2012-2900;CK-2205;FUR-SAF-10002400;148,92;1;11,8;25/12/2013
MX-2013-103639;CD-11980;OFF-AR-10003691;89,4;3;11,8;26/12/2013
ES-2014-2959093;CM-11935;TEC-AC-10001441;108,36;3;11,79;27/06/2011
IT-2012-5235697;GT-14710;OFF-EN-10002789;173,61;9;11,79;20/06/2011
IT-2011-5015979;NF-18385;OFF-EN-10002850;117,45;5;11,79;02/05/2012
ID-2013-73993;CR-12730;OFF-AR-10003582;86,913;3;11,79;25/07/2014
US-2012-104185;JB-15400;OFF-ST-10001526;120,33;1;11,79;19/04/2013
IT-2014-5669188;PV-18985;OFF-AR-10002113;76,56;8;11,78;23/09/2014
IT-2011-1097469;AF-10885;OFF-ST-10004996;146,367;3;11,78;01/11/2013
IN-2012-44180;KH-16360;OFF-SU-10002709;106,38;4;11,78;05/12/2012
ID-2014-80118;MG-17680;TEC-AC-10004171;66,672;2;11,78;23/09/2013
CA-2014-137876;DJ-13510;FUR-FU-10000222;64,96;2;11,78;22/02/2011
MX-2013-108553;LH-17020;TEC-AC-10001756;86,04;3;11,77;21/08/2013
MX-2014-117093;SF-20965;OFF-ST-10004330;70,08;6;11,77;24/05/2013
ES-2014-5263546;CY-12745;FUR-FU-10003069;146,79;3;11,77;01/12/2014
ES-2013-5306452;MW-18220;OFF-EN-10004296;163,8;4;11,77;23/09/2014
IN-2014-73048;AC-10615;FUR-FU-10002335;79,35;5;11,77;04/09/2012
GH-2012-2720;DC-3285;TEC-SAN-10002954;113,91;1;11,77;02/12/2011
SF-2014-3270;MH-8115;TEC-SAM-10000779;139,44;1;11,77;20/10/2014
US-2013-119914;DW-13585;TEC-PH-10004871;99,108;3;11,77;29/10/2014
MX-2013-140172;BD-11500;OFF-BI-10003952;240,1;7;11,76;28/12/2013
ES-2013-5413372;JR-16210;OFF-EN-10003103;123,72;4;11,76;20/01/2014
ES-2014-5943694;RD-19585;OFF-LA-10000707;73,92;8;11,76;08/08/2014
ES-2014-2057259;PB-19150;OFF-PA-10002616;108,54;6;11,76;24/10/2012
IT-2013-4881464;VM-21685;OFF-AR-10002783;62,625;5;11,76;16/03/2011
IN-2014-54197;DB-13405;TEC-AC-10001352;110,7;2;11,76;12/10/2012
IN-2013-80349;JJ-15445;FUR-CH-10001262;143,16;1;11,76;14/06/2012
CA-2013-113516;VM-21685;OFF-BI-10002225;33,024;2;11,76;12/05/2014
CA-2011-100006;DK-13375;TEC-PH-10002075;377,97;3;11,76;03/02/2011
CA-2011-144281;HK-14890;OFF-LA-10003930;491,55;5;11,76;27/08/2012
MX-2011-130981;SN-20710;TEC-CO-10001040;189,93936;2;11,76;07/03/2014
MX-2013-122245;DB-12910;FUR-BO-10003291;243,06;5;11,75;21/12/2011
ES-2014-1771479;LS-17245;OFF-PA-10001620;67,56;4;11,75;22/06/2012
ES-2013-3159008;MR-17545;TEC-PH-10001382;115,821;2;11,75;21/02/2013
ES-2012-1684145;RA-19915;OFF-BI-10002894;151,02;3;11,75;10/06/2013
IN-2012-75134;DK-13225;OFF-BI-10001659;65,34;9;11,75;27/10/2014
ID-2013-16593;NK-18490;TEC-CO-10001410;177,5844;2;11,75;15/11/2014
SG-2013-6790;BS-1665;FUR-RUB-10003699;37,8;2;11,75;23/08/2012
SG-2014-5470;AW-930;OFF-GLO-10001348;119,16;4;11,75;17/01/2012
TU-2011-8450;SJ-10125;FUR-IKE-10003642;115,032;2;11,75;16/04/2014
ES-2012-2396725;ME-18010;TEC-AC-10000863;176,49;3;11,74;17/11/2011
IT-2012-4835449;JK-15730;OFF-PA-10001536;139,8;5;11,74;30/10/2014
IN-2013-18105;EH-13945;OFF-PA-10003511;55,8885;5;11,74;08/12/2014
IN-2012-68911;AP-10915;OFF-LA-10000271;56,4;5;11,74;09/10/2013
CA-2012-168746;SV-20365;TEC-PH-10002555;155,37;1;11,74;23/09/2013
MO-2013-5960;JG-5115;TEC-OKI-10003770;123,03;1;11,74;25/11/2011
IR-2014-7530;CA-2055;OFF-AVE-10003740;193,2;4;11,74;27/03/2014
MX-2013-116820;JK-15625;OFF-FA-10000467;82,8;9;11,74;25/07/2012
US-2014-111129;TS-21340;OFF-AP-10001682;140,94;5;11,74;22/12/2014
US-2013-115756;JK-16120;OFF-ST-10001954;122,4;5;11,73;19/02/2013
ES-2014-3250104;CM-12160;FUR-FU-10002709;100,02;2;11,73;05/11/2013
ES-2014-5345830;MG-17695;OFF-FA-10003789;58,56;4;11,73;14/01/2014
ES-2013-4511365;SN-20710;TEC-MA-10004323;103,5;2;11,73;17/08/2013
ES-2011-5158527;EM-14200;TEC-PH-10002586;65,13;1;11,73;15/08/2014
IN-2012-13772;AB-10105;TEC-AC-10004773;79,38;3;11,73;04/09/2013
US-2013-156692;HG-15025;TEC-AC-10000158;71,98;2;11,73;27/12/2012
CA-2014-119284;TS-21205;TEC-PH-10001051;239,976;3;11,73;01/09/2011
SY-2014-10;BP-1095;OFF-ROG-10004646;84,402;1;11,73;15/05/2012
MO-2013-9260;CC-2685;FUR-HAR-10004129;182,37;1;11,73;30/11/2012
MX-2014-140053;CA-11965;FUR-CH-10001114;192,6;5;11,73;03/12/2014
US-2013-144218;JC-15385;TEC-AC-10004752;73,76;2;11,72;28/05/2011
ES-2013-2551660;PA-19060;OFF-SU-10001021;193,32;6;11,72;01/12/2011
ES-2011-2379967;ZD-21925;TEC-MA-10000687;97,56;2;11,72;04/12/2012
IT-2012-4853510;JR-16210;OFF-SU-10002785;117;6;11,72;09/10/2014
ES-2014-2896926;NS-18505;OFF-ST-10003204;82,035;3;11,72;23/06/2014
ES-2014-3211873;MS-17980;OFF-ST-10003132;53,136;3;11,72;27/09/2012
IN-2013-18105;EH-13945;OFF-SU-10000789;49,8465;3;11,72;07/05/2012
IN-2011-54533;NC-18415;FUR-FU-10003451;232,5;2;11,72;10/04/2013
IN-2014-10272;PS-18760;OFF-SU-10002445;338,4;8;11,72;26/12/2011
CA-2014-148474;ME-17320;OFF-BI-10000977;91,2;3;11,72;15/05/2012
US-2013-147340;EB-13750;FUR-FU-10002501;63,2;5;11,72;12/11/2014
CA-2014-140627;DK-12985;FUR-FU-10000087;72,704;4;11,72;17/10/2011
IZ-2012-5210;CS-2460;TEC-PAN-10002884;312,09;1;11,72;08/10/2012
MX-2013-114335;TS-21160;OFF-BI-10002296;53,28;6;11,72;13/08/2014
US-2012-121097;HD-14785;OFF-PA-10000562;184,464;9;11,72;09/04/2014
MX-2013-114895;SC-20095;OFF-AR-10002706;81,168;4;11,72;26/08/2014
MX-2012-114300;RS-19765;OFF-ST-10000028;82,84;2;11,72;13/06/2012
MX-2014-115518;MH-17440;FUR-FU-10002486;161,4;5;11,71;08/07/2014
ES-2014-2938679;CH-12070;FUR-FU-10001086;222,24;2;11,71;08/03/2014
ES-2014-3540255;BB-11545;OFF-BI-10001568;68,25;5;11,71;05/09/2014
ES-2013-4015955;SC-20695;OFF-PA-10001905;102,45;5;11,71;04/02/2013
IN-2013-51152;WB-21850;OFF-SU-10003789;104,76;3;11,71;23/04/2014
IN-2014-72236;PS-19045;OFF-AR-10001518;48,492;2;11,71;04/08/2011
IN-2013-34618;MY-17380;OFF-SU-10004938;166,8;4;11,71;15/11/2013
IN-2014-86341;MS-17365;FUR-CH-10004007;351,84;4;11,71;28/11/2013
CA-2013-115756;PK-19075;FUR-CH-10002372;242,94;3;11,71;11/10/2011
CA-2014-119011;LR-17035;TEC-PH-10003171;107,88;3;11,71;22/04/2013
OD-2014-9490;MW-8235;TEC-CAN-10004291;378,3;1;11,71;21/09/2013
TU-2014-6570;MZ-7335;TEC-SHA-10001103;95,616;1;11,71;18/10/2014
BO-2013-3500;AF-870;OFF-SAN-10004706;119,28;4;11,71;13/11/2014
UP-2014-3710;LD-6855;OFF-ADV-10001124;74,88;4;11,71;20/12/2014
MX-2014-142566;RA-19945;OFF-BI-10002841;136,72;4;11,71;15/04/2014
MX-2012-145128;KC-16675;OFF-LA-10001294;32,5;5;11,7;12/11/2014
IN-2014-67119;AR-10570;OFF-BI-10001904;34,425;3;11,7;06/05/2014
IN-2014-62219;TP-21565;TEC-AC-10002649;153,684;2;11,7;23/09/2011
IN-2012-86635;AP-10720;OFF-AR-10000356;40,26;2;11,7;04/11/2014
CA-2012-133452;ZC-21910;TEC-AC-10002800;199,96;4;11,7;14/07/2014
CA-2014-134796;FM-14380;TEC-PH-10003505;148,48;2;11,7;17/10/2014
NI-2011-7530;CD-1980;OFF-KIT-10001245;58,194;2;11,7;13/11/2013
US-2011-138842;PB-19150;TEC-MA-10001290;105,96;2;11,7;08/10/2014
ES-2013-4451091;MC-17635;TEC-PH-10004152;66,015;1;11,69;02/07/2011
ES-2013-4736780;AA-10645;OFF-BI-10001808;196,92;4;11,69;28/11/2013
ES-2014-4303897;JB-16000;OFF-ST-10004482;37,566;1;11,69;19/11/2014
IN-2012-37411;GA-14725;OFF-AP-10000900;110,25;3;11,69;22/05/2014
IN-2012-83170;MC-17425;OFF-PA-10004673;61,44;2;11,69;19/06/2013
CA-2012-130883;TB-21520;TEC-AC-10001956;239,8;5;11,69;04/12/2014
CA-2011-113768;AH-10030;FUR-CH-10002439;279,456;6;11,69;24/03/2014
CA-2011-136861;PR-18880;FUR-FU-10001967;31,984;2;11,69;25/04/2011
MX-2014-154067;MZ-17335;OFF-SU-10004316;94,02;3;11,69;11/10/2013
MX-2012-101616;PF-19120;OFF-ST-10003718;77,16;2;11,69;21/06/2012
US-2014-152009;BD-11725;FUR-BO-10001042;228,48;4;11,69;10/04/2012
US-2014-127292;BS-11380;OFF-BI-10001254;78,72;4;11,68;24/09/2013
MX-2011-164574;TB-21400;OFF-AR-10003245;171,2;5;11,68;20/08/2012
ES-2012-5796869;JH-16180;OFF-ST-10001818;130,896;3;11,68;16/12/2014
ES-2014-1932820;CL-12565;OFF-ST-10001818;145,44;3;11,68;07/01/2013
IT-2012-5711400;YS-21880;OFF-SU-10001633;85,14;3;11,68;29/04/2013
ES-2013-1853161;AC-10615;OFF-ST-10001255;137,808;4;11,68;28/11/2014
ES-2013-4232414;VP-21760;FUR-CH-10002378;568,608;4;11,68;26/11/2014
IN-2012-46448;SW-20245;OFF-BI-10003806;50,64;8;11,68;02/10/2012
IN-2011-67784;AO-10810;FUR-BO-10003913;270,594;2;11,68;29/03/2012
IN-2012-71340;GT-14710;OFF-SU-10000207;69,3;2;11,68;28/01/2013
ID-2012-81189;RH-19555;FUR-FU-10003609;131,94;2;11,68;05/06/2014
CA-2012-145485;JM-16195;OFF-ST-10000649;62,8;4;11,68;02/08/2013
NI-2011-8520;GH-4425;OFF-BRE-10003443;156,024;1;11,68;29/10/2014
IR-2012-9800;AH-195;OFF-BIN-10000712;102,72;2;11,68;25/03/2013
MX-2014-101119;JD-15790;TEC-CO-10002657;173,21288;1;11,68;10/10/2013
MX-2014-139318;JC-15385;OFF-PA-10002360;67,86;3;11,67;16/04/2011
MX-2012-140473;CB-12535;OFF-BI-10004177;78,64;4;11,67;08/04/2013
IN-2014-31559;BD-11770;OFF-PA-10000127;126,84;7;11,67;18/01/2014
ID-2014-23642;KC-16255;OFF-ST-10003411;70,56;3;11,67;23/10/2012
IN-2014-38335;TC-21475;OFF-FA-10001621;76,815;5;11,67;03/09/2011
US-2013-111290;DK-13375;TEC-AC-10004975;109,95;1;11,67;21/05/2014
PL-2013-5330;BD-1320;OFF-XER-10001454;58,68;4;11,67;08/03/2011
MD-2012-7500;DM-2955;OFF-STI-10002262;215,82;6;11,67;29/10/2013
ES-2014-2939767;NC-18415;OFF-BI-10004448;29,88;2;11,66;07/05/2012
ES-2013-5584061;TH-21100;OFF-PA-10002043;105,12;2;11,66;04/08/2014
ES-2012-5560916;BS-11800;FUR-CH-10003848;258,12;2;11,66;25/08/2011
IN-2011-69177;SG-20080;TEC-MA-10004954;185,55;5;11,66;08/12/2014
IN-2014-82911;CG-12040;OFF-FA-10002791;49,44;4;11,66;06/06/2012
US-2014-110604;JF-15295;FUR-CH-10004287;220,96;1;11,66;10/10/2011
MO-2013-7280;TB-11190;FUR-DEF-10002865;105,66;6;11,66;08/12/2014
SF-2013-7250;KH-6510;OFF-SAN-10003687;183;4;11,66;10/11/2011
MX-2013-145079;MC-18130;OFF-PA-10002925;194,04;6;11,66;01/11/2013
MX-2014-141614;CH-12070;OFF-SU-10003019;35,88;2;11,65;08/11/2014
IT-2014-1008900;DA-13450;OFF-AR-10001714;63,375;5;11,65;04/01/2014
IN-2013-70381;HJ-14875;OFF-AR-10001850;60,57;3;11,65;04/04/2014
IN-2012-14871;TS-21370;FUR-CH-10004826;167,34;2;11,65;13/11/2014
ID-2011-85928;TS-21370;OFF-BI-10002533;117,504;4;11,65;19/12/2013
CA-2012-154921;EA-14035;OFF-EN-10000056;186,69;3;11,65;16/08/2013
CA-2011-116407;JF-15190;OFF-AP-10002118;333,056;2;11,65;09/11/2012
CA-2013-118500;HJ-14875;OFF-SU-10004231;49,5;5;11,65;15/12/2011
CA-2013-113607;PW-19030;TEC-PH-10004094;1091,93;7;11,65;03/09/2012
YM-2014-620;TB-11400;TEC-CIS-10002565;41,931;1;11,65;25/06/2012
UP-2012-9910;RD-9900;OFF-AVE-10004251;195,36;4;11,65;18/08/2011
TO-2014-1980;JO-5550;FUR-HON-10001627;332,28;2;11,65;30/04/2012
MX-2014-117240;AZ-10750;FUR-CH-10004387;111,06;3;11,65;10/01/2013
MX-2014-131268;IM-15070;OFF-ST-10004412;160;5;11,65;23/11/2013
ID-2011-77619;MK-18160;OFF-ST-10003547;48,93;2;11,64;09/10/2012
IN-2014-34723;XP-21865;TEC-PH-10004655;227,07;2;11,64;13/03/2013
IN-2014-26470;KH-16510;TEC-MA-10003632;139,23;3;11,64;13/12/2013
CA-2014-126536;NK-18490;OFF-BI-10001191;101,84;5;11,64;29/05/2013
CA-2014-121293;JC-15775;FUR-TA-10001771;138,588;1;11,64;17/12/2012
SG-2012-4640;CM-2445;TEC-HP -10002603;243,69;1;11,64;11/06/2014
AO-2011-8430;MA-7995;OFF-SME-10002417;48,51;1;11,64;12/06/2012
MX-2012-154753;CA-12055;FUR-CH-10002132;136,736;2;11,63;04/06/2013
IT-2012-2666705;SR-20425;OFF-SU-10001808;126,927;3;11,63;04/11/2014
ES-2012-2865767;CT-11995;FUR-FU-10002549;201,48;4;11,63;26/08/2014
IN-2011-69429;CC-12610;FUR-BO-10000175;244,08;2;11,63;04/03/2011
IN-2013-56031;MT-17815;FUR-CH-10004339;154,278;2;11,63;18/11/2013
IN-2012-72600;LH-16900;OFF-ST-10000362;342,792;3;11,63;24/06/2013
MX-2014-165078;JG-15160;FUR-BO-10004162;183,136;2;11,62;05/12/2011
MX-2012-103618;MO-17800;TEC-AC-10004975;189,5;5;11,62;30/05/2012
ID-2014-48408;MC-17575;FUR-FU-10004074;74,97;3;11,62;18/11/2014
ID-2011-36172;TZ-21445;OFF-ST-10003206;130,734;3;11,62;21/06/2013
ES-2012-3181108;MR-17545;OFF-BI-10003642;78,12;6;11,61;01/04/2011
IT-2011-3896198;RF-19840;OFF-BI-10001192;119,61;9;11,61;09/10/2012
ID-2013-76849;MZ-17515;OFF-EN-10004550;148,2516;6;11,61;01/05/2013
CA-2014-156272;PW-19030;OFF-AP-10001242;64,384;1;11,61;06/10/2014
ZA-2014-7540;DB-3615;TEC-MOT-10001927;129,87;1;11,61;06/12/2012
CG-2011-6740;SO-10335;OFF-XER-10003495;44,97;1;11,61;14/11/2013
MX-2014-130428;JP-15520;FUR-CH-10001616;164,32;4;11,61;12/10/2012
MX-2014-152891;ES-14020;TEC-CO-10001978;127,12524;1;11,61;23/04/2013
MX-2013-166471;BF-11005;TEC-CO-10000422;189,65992;2;11,6;11/08/2014
MX-2013-143287;LS-16975;TEC-PH-10003254;221,7;5;11,6;20/08/2012
MX-2014-143924;NW-18400;OFF-ST-10002510;243,864;3;11,6;09/10/2013
US-2013-151995;MG-17875;FUR-FU-10001711;108,6;3;11,6;21/01/2011
ES-2014-3730302;CP-12340;TEC-AC-10001636;192,6;5;11,6;09/01/2014
ID-2011-53154;DK-12985;OFF-AR-10000027;61,446;4;11,6;19/09/2014
ID-2014-69338;CC-12145;FUR-TA-10002256;213,12;2;11,6;17/06/2014
IN-2013-38139;RB-19465;FUR-CH-10003336;168,237;3;11,6;06/01/2014
IN-2014-10111;LD-17005;TEC-AC-10001278;75,114;2;11,6;10/06/2013
CA-2014-117821;HG-15025;TEC-AC-10004469;63,92;2;11,6;22/04/2014
BO-2014-9490;PB-9150;OFF-ROG-10003733;59,52;2;11,6;27/08/2013
MX-2013-166471;BF-11005;OFF-SU-10002816;202,86;7;11,6;30/12/2014
ES-2014-5314666;MP-17470;OFF-LA-10003217;71,04;8;11,59;27/12/2012
ES-2012-2374376;NF-18385;OFF-AR-10003377;90,63;3;11,59;19/07/2014
IN-2011-16341;NZ-18565;TEC-PH-10000922;219,33;3;11,59;08/12/2013
ID-2014-77927;MN-17935;OFF-EN-10000657;64,7625;5;11,59;30/06/2011
IN-2014-61393;DK-13090;OFF-PA-10003381;46,59;1;11,59;12/10/2013
IN-2011-13030;PF-19120;FUR-CH-10003009;150,255;1;11,59;10/02/2014
CA-2014-135860;JH-15985;TEC-PH-10001700;131,98;2;11,59;15/12/2014
CA-2011-140662;TS-21205;TEC-AC-10001314;99,98;2;11,59;28/10/2011
EG-2011-1800;HG-5025;OFF-SME-10002823;96,96;2;11,59;12/09/2013
BO-2014-1510;PB-9105;TEC-SAM-10001843;168,12;1;11,59;17/05/2014
EG-2011-9920;LW-6990;OFF-SAN-10001345;107,4;2;11,59;01/09/2014
TU-2013-5440;SC-10770;TEC-APP-10004049;100,92;2;11,59;03/06/2013
US-2013-131429;PN-18775;TEC-CO-10002201;200,6888;4;11,59;28/02/2012
MX-2013-123463;FC-14245;OFF-PA-10004190;74,08;4;11,58;12/03/2012
US-2013-164119;TC-20980;OFF-ST-10001729;245,016;3;11,58;13/09/2014
ES-2014-5625908;KM-16375;OFF-BI-10003058;39,96;3;11,58;09/07/2012
IN-2014-64669;VP-21730;OFF-LA-10000506;54,75;5;11,58;20/10/2011
US-2013-128293;KC-16255;OFF-ST-10000736;64,784;1;11,58;29/12/2013
CA-2012-149601;TB-21625;OFF-ST-10001328;77,55;5;11,58;04/12/2013
CA-2012-149748;EM-13825;OFF-ST-10004340;62,18;1;11,58;07/10/2014
IR-2012-5730;AT-435;OFF-BOS-10001386;103,56;2;11,58;04/03/2014
MG-2014-7110;DK-2895;FUR-ADV-10001440;45,03;1;11,58;12/08/2014
US-2011-147508;BM-11575;FUR-BO-10003297;113,52;2;11,58;18/12/2014
MX-2014-100734;HW-14935;OFF-FA-10000087;56,1;5;11,57;23/01/2012
ES-2014-3977309;DL-13315;OFF-AR-10002037;228,45;5;11,57;27/03/2012
ES-2012-2339134;AM-10360;OFF-PA-10004267;117,18;6;11,57;13/02/2014
ES-2014-1585323;SC-20380;OFF-ST-10001222;174,42;4;11,57;15/11/2013
ES-2012-4099024;JL-15835;TEC-AC-10002218;69,15;1;11,57;10/09/2014
ES-2012-5523595;HG-14965;OFF-SU-10003357;94,08;2;11,57;28/07/2014
IN-2011-74070;CA-12265;TEC-PH-10002916;102,339;1;11,57;15/09/2013
IN-2013-83765;CC-12475;OFF-AP-10004919;143,58;2;11,57;11/12/2012
CA-2014-107174;AB-10060;TEC-AC-10001465;108,96;3;11,57;23/05/2013
NI-2011-3120;DB-3120;TEC-HEW-10001908;115,722;2;11,57;30/05/2011
ZI-2013-9260;TH-11235;OFF-BIC-10004557;64,44;4;11,57;02/04/2014
MO-2014-3410;GB-4530;FUR-NOV-10002911;84,48;1;11,57;10/04/2014
MX-2013-155481;RW-19540;OFF-SU-10000213;96,78;3;11,57;03/04/2014
US-2012-141873;FW-14395;FUR-BO-10001596;583,872;3;11,56;24/06/2013
US-2011-148852;VP-21760;OFF-AP-10002753;85,536;4;11,56;12/04/2013
ES-2014-2331802;SM-20005;OFF-LA-10001188;55,944;7;11,56;21/11/2014
CA-2013-114972;PF-19225;OFF-LA-10004545;87,71;7;11,56;27/06/2014
CA-2013-159912;GB-14530;FUR-BO-10002853;163,88;4;11,56;29/03/2014
CA-2013-105781;JF-15565;TEC-AC-10003628;89,97;3;11,56;04/11/2014
MX-2011-140116;BP-11230;TEC-AC-10000152;94,4;5;11,56;01/08/2014
MX-2013-127649;PF-19225;OFF-AR-10003321;58,96;4;11,55;19/09/2014
MX-2013-101210;ML-17395;OFF-FA-10003977;74,48;7;11,55;13/08/2013
ES-2013-4777583;CM-11830;OFF-BI-10003774;90,9;3;11,55;19/08/2013
ES-2011-3305419;NF-18595;OFF-AR-10002816;107,28;2;11,55;18/01/2014
ES-2014-1913133;GH-14410;OFF-BI-10000323;109,8;4;11,55;03/05/2011
IN-2012-40946;PG-18895;OFF-BI-10000721;140,1;10;11,55;16/05/2014
ID-2014-33659;VD-21670;OFF-PA-10004115;197,637;11;11,55;23/12/2013
TX-2013-5060;PW-9030;TEC-OKI-10004464;79,695;1;11,55;21/09/2011
MX-2011-110555;ES-14080;OFF-AP-10001049;125,22;3;11,55;10/12/2014
US-2012-128797;KA-16525;TEC-CO-10003678;167,30472;2;11,54;06/04/2011
ES-2012-5345056;SC-20800;OFF-ST-10001025;97,632;2;11,54;28/06/2013
IT-2011-3157915;RW-19630;OFF-SU-10003907;60;4;11,54;20/11/2012
ES-2014-2024223;AB-10165;OFF-LA-10004148;55,62;6;11,54;29/10/2014
ES-2012-4586186;LW-17215;OFF-SU-10004524;173,25;5;11,54;11/06/2011
IN-2011-41394;AG-10675;FUR-BO-10001155;183,885;2;11,54;20/09/2011
IN-2011-25588;BF-11080;OFF-AR-10001823;132,51;7;11,54;03/10/2012
MX-2011-106334;ND-18370;OFF-AR-10002677;97,6;5;11,54;13/11/2014
MX-2011-109190;SS-20140;OFF-EN-10002396;148,68;6;11,53;08/10/2011
ES-2011-4932761;SO-20335;FUR-FU-10004608;87,3;2;11,53;22/07/2014
ES-2011-5814037;RH-19510;OFF-AR-10001216;146,4;5;11,53;20/05/2014
IN-2012-78067;JG-15160;OFF-SU-10000062;191,241;9;11,53;06/02/2013
IN-2013-65222;RO-19780;OFF-EN-10004885;271,44;6;11,53;19/09/2014
IN-2011-11350;TG-21310;FUR-FU-10002598;146,61;3;11,53;29/10/2013
CA-2014-132122;JH-15820;OFF-ST-10003692;228,92;5;11,53;04/06/2013
CA-2014-150623;DB-13360;TEC-AC-10004571;99,99;1;11,53;24/02/2014
EG-2014-6160;CR-2625;OFF-SAN-10001074;47,64;2;11,53;18/07/2013
SF-2014-9560;CP-2085;TEC-SHA-10002753;333,6;2;11,53;04/07/2013
TU-2011-4040;BD-1725;OFF-FEL-10001261;109,848;2;11,53;01/11/2013
MX-2013-154144;LS-17245;FUR-CH-10004010;65,92;2;11,53;08/11/2013
MX-2012-164210;RB-19795;FUR-CH-10001616;123,24;3;11,52;23/08/2014
US-2014-155845;RS-19765;TEC-CO-10003633;175,9914;3;11,52;07/01/2013
IN-2011-49129;MV-18190;OFF-EN-10004550;93,24;2;11,52;01/06/2012
CA-2012-104297;CC-12100;OFF-PA-10000474;85,056;3;11,52;29/08/2014
NI-2013-3450;EG-3900;OFF-ROG-10000191;379,242;6;11,52;14/03/2011
GB-2012-6200;JA-5970;OFF-ELD-10003918;64,2;4;11,52;16/07/2012
MX-2012-141544;MS-17980;FUR-BO-10003563;116,712;2;11,51;07/11/2012
ES-2012-1517831;CP-12085;OFF-EN-10002008;332,64;9;11,51;22/10/2014
IN-2014-36417;AB-10150;TEC-MA-10001991;90,072;2;11,51;15/02/2012
IN-2014-41016;IG-15085;OFF-SU-10004848;84,186;3;11,51;25/12/2013
CA-2012-148376;AG-10900;OFF-AP-10000240;106,96;2;11,51;09/12/2014
RS-2013-6170;JL-5130;TEC-KON-10002482;166,68;2;11,51;10/09/2014
BO-2013-8060;PJ-8835;OFF-BOS-10002705;40,26;2;11,51;08/10/2014
MX-2013-111003;SV-20785;TEC-PH-10001575;217,7;5;11,5;04/08/2014
US-2012-148649;BG-11035;FUR-BO-10000148;171,396;3;11,5;11/02/2011
ES-2013-1087911;NC-18535;OFF-AR-10001533;137,25;3;11,5;28/06/2013
ES-2013-2972804;DW-13540;FUR-FU-10000950;122,94;3;11,5;26/06/2014
ES-2014-5247585;CS-12400;OFF-SU-10001791;157,95;5;11,5;25/07/2011
ES-2011-1290469;MY-18295;OFF-AR-10002805;97,2;2;11,5;18/09/2012
IN-2013-37852;FH-14350;TEC-CO-10003393;239,28;2;11,5;24/08/2011
IN-2014-33099;PS-18970;OFF-BI-10001400;51,84;2;11,5;13/03/2013
CA-2013-148908;JH-15985;OFF-BI-10002082;53,248;2;11,5;04/01/2014
CA-2014-140186;PG-18820;OFF-AP-10002578;97,84;2;11,5;31/12/2013
SO-2012-2390;SR-10740;TEC-SAM-10004384;65,31;1;11,5;23/09/2013
AG-2012-4750;LM-7065;TEC-EPS-10003568;234,3;2;11,5;13/06/2014
AO-2014-7730;KL-6645;OFF-SAN-10001094;126,72;6;11,5;03/04/2014
US-2014-119515;DC-12850;OFF-ST-10001890;38,76;2;11,5;17/06/2013
MX-2014-138317;AW-10930;TEC-PH-10004404;48,86;1;11,5;03/04/2012
US-2014-101063;PJ-19015;FUR-CH-10002727;144,732;7;11,49;18/09/2014
IN-2014-36627;JK-16090;FUR-CH-10001797;128,22;2;11,49;02/06/2012
IN-2013-14899;LS-17230;FUR-CH-10002224;239,166;2;11,49;11/03/2011
IN-2014-82953;GM-14680;OFF-LA-10004411;57,06;6;11,49;08/09/2014
CA-2014-3210;LS-6975;OFF-BIC-10002942;153,6;8;11,49;02/08/2012
IR-2013-3430;RE-9405;TEC-SAN-10000740;222,24;4;11,49;28/10/2012
ES-2012-1787346;BF-11170;OFF-ST-10003764;106,974;7;11,48;17/09/2014
ES-2014-3632460;JJ-15760;FUR-CH-10002819;107,676;2;11,48;29/11/2013
IT-2014-1966077;DB-12910;FUR-CH-10003499;134,352;2;11,48;26/12/2014
IN-2014-28640;JD-15895;OFF-FA-10004362;55,029;5;11,48;17/05/2014
CA-2011-140487;SR-20425;FUR-BO-10000711;212,94;3;11,48;02/12/2013
IR-2011-9930;JF-5295;TEC-OKI-10001454;104,82;2;11,48;12/05/2014
ES-2012-3301813;RD-19810;OFF-SU-10000171;173,16;4;11,47;29/03/2013
ES-2014-1313311;JK-15730;TEC-MA-10003558;181,44;4;11,47;01/10/2013
ES-2014-2551017;TT-21220;OFF-BI-10001568;54,6;4;11,47;20/12/2013
